time,volume,high,low,open,close
2017-05-22 21:00:00+00:00,94408.0,111.856,110.865,111.289,111.782
2017-05-23 21:00:00+00:00,83020.0,112.128,111.484,111.768,111.489
2017-05-24 21:00:00+00:00,60896.0,111.950,111.485,111.486,111.832
2017-05-25 21:00:00+00:00,66697.0,111.864,110.878,111.778,111.304
2017-05-28 21:00:00+00:00,46349.0,111.466,111.158,111.276,111.258
2017-05-29 21:00:00+00:00,65133.0,111.330,110.663,111.252,110.857
2017-05-30 21:00:00+00:00,71357.0,111.230,110.480,110.858,110.778
2017-05-31 21:00:00+00:00,60233.0,111.482,110.670,110.742,111.370
2017-06-01 21:00:00+00:00,76944.0,111.713,110.330,111.339,110.395
2017-06-04 21:00:00+00:00,19334.0,110.733,110.312,110.359,110.474
2017-06-05 21:00:00+00:00,55203.0,110.533,109.225,110.463,109.416
2017-06-06 21:00:00+00:00,60431.0,109.886,109.116,109.389,109.822
2017-06-07 21:00:00+00:00,78051.0,110.387,109.382,109.826,109.996
2017-06-08 21:00:00+00:00,83619.0,110.816,109.752,110.040,110.294
2017-06-11 21:00:00+00:00,50426.0,110.440,109.632,110.342,109.941
2017-06-12 21:00:00+00:00,49011.0,110.270,109.815,109.938,110.066
2017-06-13 21:00:00+00:00,102666.0,110.342,108.815,110.054,109.564
2017-06-14 21:00:00+00:00,82744.0,110.981,109.273,109.587,110.946
2017-06-15 21:00:00+00:00,66339.0,111.420,110.644,110.951,110.890
2017-06-18 21:00:00+00:00,46172.0,111.602,110.756,110.914,111.536
2017-06-19 21:00:00+00:00,56454.0,111.793,111.310,111.540,111.462
2017-06-20 21:00:00+00:00,61804.0,111.740,111.072,111.463,111.374
2017-06-21 21:00:00+00:00,60938.0,111.446,110.954,111.358,111.318
2017-06-22 21:00:00+00:00,44290.0,111.434,111.157,111.304,111.299
2017-06-25 21:00:00+00:00,46569.0,111.942,111.146,111.172,111.864
2017-06-26 21:00:00+00:00,69345.0,112.468,111.462,111.835,112.341
2017-06-27 21:00:00+00:00,90652.0,112.414,111.829,112.326,112.300
2017-06-28 21:00:00+00:00,85237.0,112.928,111.810,112.296,112.164
2017-06-29 21:00:00+00:00,84767.0,112.608,111.730,112.184,112.412
2017-07-02 21:00:00+00:00,55478.0,113.474,112.093,112.102,113.390
2017-07-03 21:00:00+00:00,70894.0,113.471,112.738,113.422,113.288
2017-07-04 21:00:00+00:00,69203.0,113.689,112.829,113.273,113.258
2017-07-05 21:00:00+00:00,68952.0,113.468,112.885,113.279,113.206
2017-07-06 21:00:00+00:00,73531.0,114.178,113.104,113.178,113.928
2017-07-09 21:00:00+00:00,48974.0,114.302,113.893,113.893,114.033
2017-07-10 21:00:00+00:00,57518.0,114.498,113.717,114.054,113.934
2017-07-11 21:00:00+00:00,85694.0,113.972,112.931,113.935,113.174
2017-07-12 21:00:00+00:00,69379.0,113.532,112.862,113.154,113.280
2017-07-13 21:00:00+00:00,70423.0,113.576,112.258,113.273,112.516
2017-07-16 21:00:00+00:00,54401.0,112.864,112.332,112.460,112.622
2017-07-17 21:00:00+00:00,83395.0,112.709,111.684,112.617,112.072
2017-07-18 21:00:00+00:00,64969.0,112.234,111.560,112.097,111.957
2017-07-19 21:00:00+00:00,98723.0,112.420,111.484,111.929,111.915
2017-07-20 21:00:00+00:00,27332.0,112.081,111.014,111.920,111.135
2017-07-23 21:00:00+00:00,24352.0,111.320,110.623,111.119,111.104
2017-07-24 21:00:00+00:00,27516.0,111.958,110.830,111.108,111.888
2017-07-25 21:00:00+00:00,33416.0,112.202,111.062,111.906,111.180
2017-07-26 21:00:00+00:00,37494.0,111.713,110.782,111.175,111.254
2017-07-27 21:00:00+00:00,35124.0,111.330,110.550,111.274,110.683
2017-07-30 21:00:00+00:00,23446.0,110.774,110.216,110.660,110.256
2017-07-31 21:00:00+00:00,31021.0,110.588,109.920,110.258,110.378
2017-08-01 21:00:00+00:00,27301.0,110.984,110.285,110.362,110.740
2017-08-02 21:00:00+00:00,28509.0,110.828,109.856,110.688,110.049
2017-08-03 21:00:00+00:00,27686.0,111.052,109.847,110.044,110.690
2017-08-06 21:00:00+00:00,15592.0,110.918,110.648,110.728,110.743
2017-08-07 21:00:00+00:00,19414.0,110.830,110.249,110.762,110.325
2017-08-08 21:00:00+00:00,31550.0,110.366,109.560,110.338,110.066
2017-08-09 21:00:00+00:00,30372.0,110.180,109.152,110.070,109.204
2017-08-10 21:00:00+00:00,29616.0,109.406,108.736,109.200,109.178
2017-08-13 21:00:00+00:00,22105.0,109.800,109.047,109.172,109.632
2017-08-14 21:00:00+00:00,23277.0,110.849,109.612,109.649,110.676
2017-08-15 21:00:00+00:00,23777.0,110.950,110.032,110.658,110.192
2017-08-16 21:00:00+00:00,38797.0,110.372,109.446,110.201,109.570
2017-08-17 21:00:00+00:00,44955.0,109.600,108.605,109.547,109.212
2017-08-20 21:00:00+00:00,25193.0,109.425,108.638,109.386,108.978
2017-08-21 21:00:00+00:00,21297.0,109.654,108.887,108.976,109.570
2017-08-22 21:00:00+00:00,24506.0,109.826,108.924,109.566,109.042
2017-08-23 21:00:00+00:00,21645.0,109.605,108.852,109.036,109.556
2017-08-24 21:00:00+00:00,30391.0,109.846,109.114,109.553,109.349
2017-08-27 21:00:00+00:00,16756.0,109.414,109.024,109.190,109.254
2017-08-28 21:00:00+00:00,53397.0,109.902,108.266,109.258,109.756
2017-08-29 21:00:00+00:00,28653.0,110.441,109.544,109.678,110.246
2017-08-30 21:00:00+00:00,28179.0,110.670,109.882,110.248,109.974
2017-08-31 21:00:00+00:00,30980.0,110.494,109.564,109.990,110.256
2017-09-03 21:00:00+00:00,19666.0,109.933,109.385,109.521,109.720
2017-09-04 21:00:00+00:00,34133.0,109.836,108.633,109.714,108.813
2017-09-05 21:00:00+00:00,35013.0,109.397,108.450,108.808,109.220
2017-09-06 21:00:00+00:00,37126.0,109.264,108.048,109.198,108.454
2017-09-07 21:00:00+00:00,44041.0,108.486,107.319,108.470,107.845
2017-09-10 21:00:00+00:00,25038.0,109.506,108.119,108.203,109.396
2017-09-11 21:00:00+00:00,26611.0,110.254,109.243,109.392,110.168
2017-09-12 21:00:00+00:00,25348.0,110.691,109.904,110.164,110.488
2017-09-13 21:00:00+00:00,34007.0,111.040,110.063,110.481,110.245
2017-09-14 21:00:00+00:00,39295.0,111.334,109.555,110.250,110.839
2017-09-17 21:00:00+00:00,20910.0,111.664,111.000,111.090,111.568
2017-09-18 21:00:00+00:00,31673.0,111.882,111.203,111.572,111.598
2017-09-19 21:00:00+00:00,36357.0,112.532,111.116,111.586,112.196
2017-09-20 21:00:00+00:00,30912.0,112.718,112.136,112.230,112.480
2017-09-21 21:00:00+00:00,28396.0,112.556,111.656,112.485,111.992
2017-09-24 21:00:00+00:00,33392.0,112.530,111.473,112.166,111.727
2017-09-25 21:00:00+00:00,33267.0,112.476,111.499,111.693,112.235
2017-09-26 21:00:00+00:00,35149.0,113.258,112.225,112.229,112.822
2017-09-27 21:00:00+00:00,33695.0,113.209,112.255,112.838,112.340
